OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Weak foot,Skill moves
63,70,62,50,59,27,71,73,68,62,64,65,58,60,55,38,49,44,60,51,42,58,64,61,59,59,60,20,62,26,20,26,83,60,83,53,3,2
63,75,62,57,66,24,55,76,74,56,61,65,62,54,63,62,55,44,58,54,67,66,79,66,58,63,60,22,52,17,25,22,65,60,57,42,4,3
63,72,63,49,64,32,59,75,70,64,65,64,57,58,62,38,55,40,58,40,48,63,69,74,64,61,62,15,56,32,37,28,67,62,58,57,2,2
63,68,62,58,63,31,57,67,69,62,62,65,61,57,58,59,61,52,60,52,54,62,68,64,61,63,61,29,55,32,27,24,62,64,56,49,4,3
63,75,60,46,57,32,69,72,77,62,62,66,51,50,66,35,53,30,56,35,34,56,65,38,57,58,56,25,72,28,30,25,89,47,82,60,3,2
63,65,59,60,67,43,45,59,70,57,56,67,58,59,51,54,64,54,63,55,60,65,67,84,59,69,65,34,43,44,48,44,38,54,40,49,3,3
63,73,60,56,65,35,50,75,72,60,64,61,49,55,59,51,58,37,63,52,50,63,79,85,61,62,58,29,42,32,38,36,50,58,49,44,3,3
63,70,34,50,57,60,68,67,73,27,31,50,27,31,39,39,44,26,61,57,49,57,51,53,53,60,54,57,62,58,63,61,76,46,77,69,3,2
63,67,36,54,60,60,62,68,67,48,34,37,36,32,50,60,48,37,57,52,52,59,61,63,62,60,54,60,57,59,63,60,67,55,65,61,2,2
63,67,58,61,63,40,49,66,67,60,57,59,60,51,59,64,61,60,62,58,53,64,59,71,59,63,58,42,40,40,39,38,44,55,47,50,3,3
63,67,27,57,60,59,68,65,68,51,22,27,28,25,38,60,55,30,62,58,50,60,58,57,58,62,58,58,50,60,62,59,66,70,71,60,2,2
63,73,54,56,68,34,53,77,69,55,61,53,45,40,45,43,56,49,65,56,52,68,78,76,59,68,55,23,35,39,35,39,49,59,48,57,3,3
63,60,46,50,51,62,69,53,65,28,49,51,45,26,46,31,46,32,62,59,46,45,44,67,58,57,54,63,68,61,63,57,73,59,77,58,2,2
63,63,38,51,59,61,66,60,66,42,36,43,41,34,30,55,51,33,54,52,37,56,74,83,61,52,62,60,60,62,62,62,82,39,78,67,2,2
63,54,39,53,56,63,73,54,54,47,45,50,20,24,29,55,49,37,57,55,44,56,60,65,60,54,55,62,62,63,64,63,71,76,76,62,3,2
63,63,61,50,61,43,60,62,63,67,66,65,50,49,57,45,55,31,58,42,35,60,61,62,63,63,59,40,64,44,39,39,62,70,53,62,4,2
63,77,58,42,67,29,65,73,81,61,64,59,48,48,51,30,41,25,54,39,33,66,69,76,58,69,60,25,60,24,29,23,80,44,78,56,3,3
63,72,62,51,62,25,66,71,73,65,65,62,55,57,65,42,57,44,58,44,39,60,70,69,61,61,64,18,61,20,23,19,76,82,71,29,3,3
63,73,59,58,66,35,47,77,70,60,60,60,55,60,52,60,62,47,60,48,58,66,75,78,55,64,62,35,46,40,28,30,49,60,37,53,4,3
63,74,62,55,62,22,63,74,74,62,65,62,58,58,60,57,56,47,61,42,48,62,71,69,59,61,55,20,57,17,19,17,71,70,66,43,3,2
63,71,54,60,64,31,57,68,74,59,51,66,45,54,63,64,55,44,64,59,46,64,63,59,58,67,52,33,41,28,31,30,54,53,60,54,3,3
63,71,27,53,61,63,62,72,71,52,26,22,27,26,40,49,46,27,64,57,32,58,66,58,62,65,51,64,57,65,63,63,67,65,59,63,2,2
63,79,61,48,58,20,71,76,81,60,62,62,61,58,55,27,54,44,58,51,39,57,62,51,56,59,52,14,61,13,17,19,84,62,81,52,3,3
63,74,33,49,61,58,62,73,75,48,29,35,34,36,38,61,38,34,53,49,38,59,71,71,59,60,50,56,52,57,63,58,64,69,59,58,2,2
63,65,42,59,61,59,51,66,65,50,42,48,38,36,40,60,53,39,65,63,43,60,61,73,62,63,51,57,57,59,60,59,52,59,44,57,2,2
63,75,60,56,69,19,58,75,75,64,65,61,51,59,52,53,61,38,60,55,47,69,84,70,57,67,58,11,58,11,19,20,69,46,60,63,3,3
63,76,54,60,66,41,40,79,73,58,55,59,51,44,52,55,60,49,65,61,59,62,88,87,56,64,65,38,48,33,48,44,49,46,34,47,3,3
63,70,59,58,63,36,51,75,66,61,60,55,61,59,57,63,56,54,58,57,50,64,68,64,56,64,47,31,56,35,34,30,66,54,56,30,3,3
63,73,63,56,65,24,56,74,73,64,64,64,64,52,48,50,59,59,59,51,57,66,70,71,56,65,55,18,56,25,21,13,66,65,56,43,4,3
63,70,61,48,58,30,70,69,70,62,63,60,58,58,57,35,54,40,58,38,51,59,56,42,57,60,60,26,64,28,25,22,78,56,79,61,2,2
63,63,44,56,62,61,51,64,63,58,35,60,42,50,39,61,48,30,61,59,57,61,64,68,62,62,56,62,58,62,59,62,55,50,47,61,3,2
63,67,40,59,68,45,57,68,66,59,35,55,34,38,40,43,66,36,68,69,31,70,57,73,51,76,43,40,49,35,55,50,57,60,58,53,2,2
63,76,61,52,63,21,63,75,77,66,63,62,57,53,60,49,58,38,60,36,44,63,76,65,54,61,53,16,60,17,16,20,74,72,69,36,3,3
63,71,29,43,52,62,79,70,72,24,23,41,30,28,31,48,25,33,52,43,32,48,57,54,65,55,50,63,60,63,61,60,79,72,83,76,2,2
63,56,39,55,63,63,60,58,54,38,38,45,39,33,38,45,57,40,63,56,44,60,68,68,64,65,65,63,56,63,64,63,60,63,59,61,3,2
63,67,32,48,53,60,76,64,70,35,29,43,28,28,29,32,48,31,58,59,33,47,71,60,61,51,59,61,57,59,61,61,73,71,79,73,3,2
63,66,57,60,64,38,51,67,66,58,57,58,64,39,45,52,64,39,64,62,63,64,71,67,53,64,62,28,47,36,40,49,49,60,47,48,4,3
63,63,57,58,62,35,61,63,63,63,57,62,57,50,47,50,63,40,65,57,43,62,59,54,64,66,54,33,42,37,35,26,55,58,67,52,4,3
63,64,36,49,50,60,77,58,68,27,35,49,31,28,37,45,49,33,55,50,31,40,62,65,55,57,47,61,53,60,62,60,72,69,88,62,4,2
63,50,49,52,58,63,63,44,54,33,52,48,49,45,43,47,37,47,62,57,50,58,48,56,58,62,63,65,65,64,62,60,63,54,70,58,3,2
63,66,56,61,63,33,56,68,65,59,54,64,58,44,48,61,63,59,60,61,58,63,68,73,62,62,58,30,39,31,34,33,51,59,55,58,3,4
63,70,36,56,56,58,59,67,73,46,33,46,31,34,40,57,48,31,64,61,40,53,58,78,58,57,57,54,55,58,61,61,62,71,56,53,3,2
63,70,31,58,62,60,54,66,74,45,32,27,25,28,43,62,45,43,63,60,61,58,71,72,63,64,52,62,48,59,62,64,57,38,59,59,3,3
63,89,58,51,66,23,48,85,92,55,61,56,57,45,51,53,54,43,52,51,39,66,83,75,51,64,50,20,35,15,27,25,53,60,49,30,3,3
63,69,38,50,50,63,64,71,67,29,38,40,36,35,46,37,49,34,62,54,33,41,58,60,56,59,54,62,65,58,67,64,73,66,64,60,2,2
63,71,39,51,60,61,52,75,68,57,38,40,37,35,40,60,48,45,50,48,55,62,65,82,60,55,45,58,55,56,67,65,59,61,45,58,3,2
63,41,49,64,66,52,62,42,40,58,45,55,52,42,40,60,61,63,67,64,65,64,68,75,64,67,67,54,33,54,56,53,41,73,58,62,3,2
63,56,40,51,55,62,70,52,59,40,42,46,33,27,32,47,49,21,59,57,39,52,63,61,60,54,65,61,63,61,64,62,69,72,73,61,4,2
63,69,31,50,55,62,67,71,67,46,28,28,34,35,48,59,43,39,53,45,39,56,59,58,57,52,50,64,64,56,64,63,74,68,68,60,3,2
63,74,62,59,71,24,44,77,72,64,67,56,61,57,57,55,63,56,59,53,71,70,79,83,65,69,62,12,53,25,21,21,54,56,41,35,3,3
63,64,62,50,60,30,68,63,65,64,63,63,58,61,64,38,57,39,55,47,48,60,59,54,62,61,57,28,67,26,26,20,74,66,74,55,2,3
63,70,33,50,59,57,65,71,69,48,31,35,30,32,48,60,46,42,54,38,38,57,74,73,58,55,56,59,53,56,59,57,65,81,60,55,2,2
63,84,56,53,66,26,49,87,82,55,57,61,50,47,51,54,56,43,55,49,53,64,79,72,60,65,58,22,32,24,28,24,55,52,50,42,3,3
63,71,62,61,65,28,47,73,69,59,60,69,59,62,63,64,53,54,65,61,63,67,68,67,47,65,49,34,43,25,22,27,49,51,47,43,2,3
63,64,51,66,63,44,46,62,66,62,45,59,51,56,59,58,67,55,71,67,63,61,57,82,64,65,64,33,51,44,47,53,47,55,42,42,2,3
63,61,60,68,64,34,47,69,54,49,51,71,71,64,56,65,67,69,70,66,73,65,62,63,58,66,51,31,37,28,42,31,52,36,59,29,4,3
63,80,52,58,69,35,40,85,75,53,51,56,54,44,48,53,63,42,63,60,40,71,76,82,53,66,51,26,41,34,36,47,47,49,33,44,2,4
63,58,64,57,66,34,54,60,56,63,65,66,61,59,60,49,62,40,66,50,50,66,67,76,66,62,68,28,60,29,35,33,57,63,49,55,3,3
63,68,28,56,54,59,68,67,69,55,28,27,24,24,31,61,43,28,63,58,57,51,63,68,61,50,65,53,57,62,59,61,67,78,67,59,3,2
63,71,29,54,60,59,60,70,72,51,25,31,25,31,40,58,52,28,58,54,44,59,57,65,58,63,54,59,62,57,60,59,69,63,60,56,3,2
63,46,63,56,60,40,68,56,37,70,63,64,59,69,60,55,53,60,58,54,58,58,47,58,51,69,60,48,70,35,37,20,75,56,76,60,4,2
63,61,36,49,55,62,70,60,61,42,34,42,32,40,37,44,44,31,57,55,27,54,52,57,59,55,56,64,68,61,62,58,74,71,74,59,2,2
63,90,63,49,66,25,40,91,90,62,63,64,63,58,60,47,49,50,54,40,54,66,82,80,59,61,58,21,58,19,22,23,61,47,34,40,3,3
63,50,41,57,62,65,58,52,48,52,38,46,40,31,42,45,54,32,68,60,54,64,57,61,62,63,53,65,54,68,67,63,57,49,61,61,3,2
63,54,46,52,42,61,78,52,55,52,38,65,52,28,38,44,50,44,60,57,30,28,47,60,60,55,50,60,66,60,61,56,75,75,84,67,3,2
63,72,35,49,46,62,69,72,72,27,26,62,32,28,41,44,41,29,60,50,31,38,57,67,57,49,52,61,59,61,64,63,74,64,72,65,2,2
63,56,34,54,57,63,69,54,57,51,35,37,30,20,33,55,50,27,60,57,34,56,53,59,61,60,58,62,63,64,63,62,69,66,73,61,3,2
63,76,52,63,67,38,36,81,72,55,51,56,48,51,57,51,60,52,70,67,68,63,88,73,43,70,68,38,42,27,48,41,46,33,32,46,3,3
63,71,65,57,68,21,50,69,73,59,64,70,66,62,56,58,56,47,60,55,54,70,75,76,44,66,56,20,49,18,17,15,51,55,48,47,3,3
63,73,63,52,64,30,50,74,73,63,66,62,61,57,57,45,52,48,58,48,60,68,58,55,60,64,46,28,59,25,29,22,67,40,56,43,3,3
63,74,59,53,66,28,52,75,74,56,59,72,49,50,58,57,54,43,55,45,49,68,58,58,63,70,50,21,44,22,35,26,57,59,57,30,2,3
63,61,64,50,63,29,65,54,67,64,62,69,63,62,66,31,57,50,58,49,53,62,64,70,62,62,62,33,59,29,20,22,67,65,72,45,3,3
63,59,41,47,52,62,71,59,59,28,35,57,41,43,38,33,31,38,63,58,31,45,58,58,60,59,52,62,61,62,63,58,71,69,75,63,3,2
63,61,35,49,58,62,67,58,63,36,31,42,36,34,36,40,44,31,58,55,51,54,68,61,61,60,57,63,62,62,60,61,70,62,71,64,3,2
63,74,46,57,68,35,52,77,72,63,46,55,32,50,49,59,62,34,62,48,42,69,74,81,58,65,68,24,31,56,25,29,54,53,56,41,3,3
63,68,62,59,65,29,49,69,68,60,60,66,62,60,60,61,53,47,62,59,65,63,66,74,62,66,59,23,47,21,35,27,56,50,56,30,3,2
63,54,66,62,70,29,51,54,54,64,62,76,67,59,67,60,61,55,64,60,67,70,80,80,64,66,60,24,36,26,31,31,46,55,57,32,3,3
63,73,61,49,63,23,63,75,71,63,63,63,57,56,58,48,51,38,57,36,42,63,74,59,65,62,53,19,59,21,20,11,73,66,70,38,3,3
63,52,44,58,58,63,57,64,43,42,42,56,39,40,48,50,53,48,66,63,43,55,55,70,59,61,55,64,59,63,62,63,58,67,50,64,3,2
63,43,45,57,56,61,70,39,46,47,42,49,47,38,56,50,56,49,62,61,49,55,48,52,60,59,57,60,55,62,62,58,56,81,66,71,2,2
63,71,63,61,65,29,43,66,75,52,60,78,55,67,69,65,60,67,61,57,62,65,59,85,50,67,56,21,43,24,32,34,41,50,42,37,4,3
63,70,52,54,66,42,47,71,70,65,57,51,46,36,46,39,61,41,61,55,43,67,73,84,69,63,47,42,44,32,47,58,42,62,34,60,2,3
63,53,43,51,49,62,73,55,51,44,35,54,48,43,44,41,50,38,59,54,38,43,51,34,61,56,59,59,63,63,62,59,66,65,81,64,3,2
63,69,24,52,56,60,70,68,70,48,23,23,20,24,31,58,37,33,58,57,47,53,58,72,58,59,50,60,60,59,61,59,77,70,79,48,3,2
63,77,62,47,62,24,59,75,79,64,62,64,61,62,58,48,43,58,49,38,57,62,67,54,63,61,57,18,62,19,22,21,74,59,67,37,3,3
63,82,62,51,65,24,47,87,77,61,62,67,58,53,60,51,52,43,57,39,53,64,71,70,54,66,59,22,61,16,25,16,69,49,48,37,2,3
63,68,33,48,53,62,67,66,70,37,30,36,37,28,38,52,39,23,57,48,36,48,55,54,61,57,55,61,63,62,63,61,74,58,75,56,2,2
63,69,64,55,61,22,60,71,68,65,70,65,54,58,54,60,57,33,58,47,61,57,72,75,60,62,64,23,50,15,20,17,65,62,63,48,4,2
63,68,35,48,57,61,62,68,68,46,38,30,34,32,30,52,40,32,54,51,35,54,56,64,58,60,50,60,58,63,61,61,66,66,60,61,3,2
63,62,30,52,56,62,69,58,65,30,22,51,25,30,30,52,43,31,59,60,32,49,64,60,62,60,63,59,61,62,64,58,71,61,75,63,2,2
63,63,42,50,52,66,57,61,65,30,43,42,41,45,41,35,40,36,65,54,50,41,60,63,60,63,51,65,65,65,70,63,61,70,50,57,2,2
63,68,60,59,61,21,61,65,71,62,60,65,58,50,50,61,63,54,59,57,36,62,59,44,61,63,57,23,36,15,20,20,60,53,76,33,3,3
63,67,31,49,49,63,71,64,69,32,27,37,32,28,42,42,40,28,59,63,28,40,60,70,57,53,50,61,64,62,64,61,76,69,77,57,3,2
63,64,41,45,48,63,69,62,66,47,38,39,45,45,43,36,51,41,52,39,22,42,61,67,66,46,55,61,67,58,66,65,73,69,71,62,3,2
63,80,53,56,66,28,47,80,80,57,53,54,55,48,44,59,58,52,56,48,59,64,89,82,58,63,54,25,37,26,28,29,45,74,37,37,2,3
63,62,35,49,51,62,71,56,66,41,32,43,36,30,30,51,37,29,59,54,32,49,48,46,58,54,63,59,61,60,65,64,70,71,74,65,2,2
63,65,61,51,61,27,65,64,66,64,63,62,59,58,52,36,56,41,58,54,43,60,64,63,62,61,58,23,61,23,24,23,72,56,72,59,4,2
63,69,62,51,63,19,66,65,72,61,64,62,61,59,58,33,58,49,58,54,44,62,71,52,57,64,57,18,62,16,10,14,73,66,72,50,3,2
63,76,57,57,64,28,48,80,73,58,59,60,51,54,48,63,53,35,60,51,61,65,76,67,56,61,55,24,38,27,30,24,54,47,51,42,3,3
63,81,58,57,67,26,41,78,83,55,60,61,52,54,52,61,53,42,59,56,56,66,74,84,51,68,54,22,43,17,30,31,45,61,33,35,3,4
63,67,62,53,59,28,61,63,71,63,63,65,60,56,63,44,50,39,61,54,50,58,62,54,60,61,55,26,64,24,24,20,69,54,65,56,3,2
63,65,36,47,49,60,73,61,68,32,32,52,30,28,35,40,40,27,57,52,36,45,58,66,61,46,52,60,59,61,60,58,75,60,83,66,3,2
63,67,64,47,59,23,69,68,66,61,66,68,60,44,59,40,54,43,48,44,45,62,51,60,54,60,55,14,65,17,22,22,78,55,80,56,3,2
63,70,62,58,62,25,52,68,71,62,63,63,60,52,59,61,63,42,59,57,47,61,66,64,60,62,59,17,39,26,25,26,51,42,56,57,3,3
63,59,34,54,61,61,60,61,58,43,34,31,32,37,43,38,48,45,68,58,34,56,71,86,60,62,53,61,48,63,63,62,52,64,54,74,3,2
63,74,59,56,66,25,49,74,74,60,61,62,56,45,51,60,50,60,60,50,50,70,53,70,60,66,55,23,40,23,22,24,49,56,49,39,5,3
63,56,40,57,56,59,61,52,59,42,39,44,38,30,41,43,59,30,66,64,42,52,56,52,63,61,62,62,58,56,62,55,61,64,62,56,3,2
63,79,55,57,66,27,45,78,79,56,59,60,42,54,53,61,54,42,60,54,63,66,69,71,51,67,55,23,42,17,34,25,47,59,40,39,3,3
63,65,28,48,54,61,73,66,64,42,24,33,30,28,29,44,47,31,55,49,30,51,65,57,59,53,55,64,60,60,62,60,81,79,73,63,3,2
63,68,25,50,58,63,65,66,70,40,24,25,23,21,33,59,51,25,53,41,34,55,64,70,65,56,64,61,60,63,65,62,69,62,68,62,2,2
63,63,64,44,54,27,77,53,71,61,67,69,58,55,54,35,57,33,52,30,31,58,35,47,59,55,45,18,68,24,24,18,78,65,88,65,4,2
63,71,61,51,63,27,56,70,71,62,63,60,59,51,58,33,52,36,61,53,57,61,61,70,52,69,51,20,70,24,21,24,68,54,56,55,3,2
63,70,59,55,66,22,57,72,69,64,59,65,58,43,48,57,53,39,61,52,46,66,68,88,63,64,46,17,34,21,22,26,53,59,58,51,3,3
63,65,26,54,59,62,63,64,65,23,23,37,20,24,40,50,50,30,64,60,28,58,56,59,60,60,62,61,62,61,64,63,68,57,64,65,3,2
63,66,30,46,47,60,80,67,66,30,25,54,22,25,25,45,42,25,50,57,35,44,52,64,56,45,50,60,62,59,60,59,82,62,92,71,2,2
63,70,63,48,67,27,54,69,71,64,64,67,62,60,52,43,49,50,51,42,62,68,72,76,60,67,55,23,55,25,25,22,62,54,56,49,3,2
63,77,58,57,67,23,46,80,74,61,57,63,56,55,54,59,57,53,57,53,60,63,87,86,59,65,57,19,44,19,22,27,47,53,39,55,3,3
63,61,54,60,61,39,53,55,65,65,59,55,45,38,53,63,63,38,63,58,47,63,51,64,64,60,54,20,39,35,55,40,46,55,55,49,2,3
63,73,60,48,63,25,59,71,74,65,66,55,54,48,66,41,46,39,58,39,41,59,67,78,63,65,54,20,62,22,22,13,73,58,68,32,3,2
63,69,55,61,66,39,38,73,66,58,53,59,53,52,56,54,64,52,66,58,60,65,75,76,62,64,65,36,39,40,40,36,40,53,30,37,3,3
63,73,26,48,59,58,64,74,73,51,26,21,22,29,38,56,36,22,52,50,52,53,75,76,61,60,46,55,57,54,64,58,70,73,65,51,3,2
63,62,29,45,60,62,70,62,62,20,31,38,16,24,40,45,30,27,60,45,22,59,56,66,60,61,60,62,62,62,62,60,72,66,74,63,3,2
63,64,60,62,66,31,45,66,62,57,63,56,59,58,53,57,64,64,64,58,60,66,72,76,59,65,64,35,39,31,27,25,43,48,45,41,4,3
63,72,58,58,65,31,44,75,70,55,61,51,59,53,62,61,56,48,60,56,47,65,79,78,58,63,51,33,52,27,30,24,53,53,43,32,3,3
63,81,56,58,66,25,42,83,80,62,57,52,57,51,49,62,56,38,61,52,59,66,80,81,51,64,55,24,38,24,23,26,46,37,34,67,3,3
63,62,65,53,65,27,56,65,60,64,67,64,66,61,60,49,53,52,57,44,70,65,71,66,57,65,53,22,55,25,25,25,65,57,64,30,3,2
63,67,26,55,56,61,63,66,68,42,20,37,20,23,42,58,52,44,58,48,56,52,63,61,62,59,45,63,59,62,60,60,67,54,67,63,3,2
63,71,29,47,61,60,59,71,71,45,23,32,31,31,42,50,42,34,54,40,42,60,70,73,55,61,45,56,56,57,66,64,62,77,52,55,3,2
63,69,34,49,57,61,57,67,70,47,31,33,34,35,41,64,41,31,52,40,44,56,62,47,58,60,53,62,53,61,62,60,57,66,53,58,3,2
63,66,33,48,54,63,63,64,68,23,28,46,36,30,32,41,32,36,60,57,38,50,55,54,60,60,53,63,63,65,62,64,67,68,61,62,3,2
63,69,58,60,69,34,37,70,68,57,53,66,59,61,62,62,64,54,60,55,65,68,77,88,58,67,58,28,47,36,32,35,42,55,29,33,3,4
63,57,64,49,62,32,63,64,52,64,64,64,61,64,70,31,55,50,59,40,51,60,66,68,64,61,62,22,63,26,37,20,69,62,67,51,3,2
63,50,64,49,62,29,73,48,51,68,62,68,61,66,68,50,43,41,55,42,48,58,65,69,65,65,66,25,64,27,26,19,70,65,78,73,4,2
63,80,58,57,65,28,39,83,78,60,60,58,53,49,60,62,50,53,62,52,58,62,85,80,50,63,54,26,46,22,28,30,51,50,33,35,3,3
63,75,59,58,62,24,49,77,73,59,60,61,58,44,56,61,59,59,58,54,52,62,68,60,58,60,59,19,37,26,21,23,45,68,42,42,3,3
63,56,35,56,60,63,57,58,55,50,32,33,37,35,46,64,45,43,62,54,48,62,41,65,57,64,50,63,56,61,67,65,59,55,55,62,3,2
63,88,51,46,71,22,49,86,89,54,55,54,38,46,47,56,54,30,42,38,43,74,70,72,60,70,53,20,33,19,23,21,49,55,44,55,4,3
63,78,60,48,60,21,60,75,80,60,65,62,54,34,63,32,50,32,58,44,54,56,62,64,61,63,59,24,63,18,11,15,74,59,65,44,3,2
63,64,30,44,58,62,68,63,65,27,28,35,29,29,39,26,41,20,58,55,21,57,53,66,58,61,45,62,60,61,63,62,71,66,71,62,3,2
63,50,34,54,50,61,77,50,50,30,34,32,41,19,30,55,56,29,57,54,42,49,52,46,60,50,55,61,62,62,61,60,71,74,79,76,3,2
63,57,38,48,46,60,77,55,59,37,32,57,30,43,43,47,47,31,55,44,33,46,32,38,61,49,57,59,61,61,60,60,75,69,84,70,3,2
63,62,33,44,52,63,72,59,65,33,30,46,22,33,43,29,42,37,56,42,35,51,40,45,61,54,63,61,64,63,63,62,72,75,74,63,3,2
63,78,62,45,59,19,63,76,80,60,68,58,56,50,55,34,42,34,56,41,38,58,60,75,63,58,47,10,62,18,12,17,80,60,75,33,2,2
63,65,62,56,66,26,51,69,62,63,65,59,61,49,57,46,59,50,63,52,45,65,67,85,62,66,50,20,59,20,25,25,60,56,51,44,3,3
63,66,31,51,53,63,62,65,66,32,23,45,31,42,41,41,41,35,63,58,41,44,61,67,63,60,57,62,65,60,66,60,68,65,61,60,3,2
63,83,57,53,66,25,42,84,82,56,60,57,58,49,41,58,49,39,57,53,37,62,90,85,52,63,58,21,57,20,22,20,58,54,35,41,3,4
63,72,52,63,67,24,47,74,71,57,55,54,44,46,54,62,61,58,65,62,62,66,72,72,57,68,57,21,28,20,27,30,44,58,45,41,3,3
63,79,53,55,66,22,50,78,79,56,53,53,52,44,53,54,56,33,59,53,49,65,78,70,56,66,49,21,43,19,21,19,55,59,51,33,2,3
63,52,64,49,56,27,77,50,54,64,64,67,61,56,72,31,52,38,58,54,42,58,33,50,63,59,64,14,64,21,30,29,73,73,81,72,3,2
63,64,66,46,60,25,64,64,64,63,66,73,59,64,67,34,54,41,53,39,46,57,62,74,53,62,56,23,66,19,22,14,71,62,70,49,3,2
63,69,29,45,51,63,68,67,71,26,27,40,24,23,35,34,31,28,59,57,31,46,53,56,52,57,45,61,60,60,67,65,73,65,72,60,2,2
63,60,34,48,52,65,65,60,60,38,26,46,34,28,50,47,44,31,54,52,37,49,48,60,61,55,49,64,60,65,66,64,67,66,65,62,3,2
63,70,22,45,58,58,71,69,71,26,18,31,17,23,37,47,32,25,56,48,25,57,60,49,72,58,48,52,74,53,62,61,90,68,73,64,3,2
63,63,33,45,55,62,66,64,63,33,33,43,20,29,39,33,41,27,58,47,28,52,54,65,62,60,46,59,60,63,65,62,68,63,66,70,2,2
63,68,26,47,50,63,70,69,68,40,24,30,23,27,31,45,40,35,52,54,30,41,68,71,57,53,48,65,59,62,64,65,72,71,73,60,3,2
63,64,30,50,45,61,74,68,60,36,21,39,39,26,32,32,57,24,60,63,20,27,66,56,57,59,55,59,65,60,61,61,80,68,82,61,3,2
63,66,34,39,49,63,73,66,66,24,31,39,38,33,36,35,32,20,48,40,34,48,50,57,56,49,44,62,61,64,64,62,76,70,78,64,3,2
63,73,50,55,70,20,56,74,72,60,53,51,44,49,33,62,55,52,54,51,42,75,71,71,46,70,52,17,36,18,20,19,59,54,69,26,3,3
63,74,64,46,63,18,59,71,77,60,65,66,61,57,65,45,51,37,49,34,45,63,70,66,58,61,57,15,62,13,14,11,72,56,63,48,3,3
63,71,52,58,72,23,48,74,68,51,50,56,51,53,49,64,52,65,59,51,67,74,83,79,49,71,58,19,35,22,25,20,50,47,51,41,2,3
63,68,59,58,63,24,51,69,67,62,62,58,60,47,48,60,61,42,60,57,44,62,60,71,62,64,60,20,47,17,26,24,59,54,60,25,2,3
63,66,61,50,58,19,69,64,68,62,63,65,55,56,58,36,58,45,55,49,48,58,56,50,57,61,61,11,67,14,15,12,76,59,76,60,3,2
63,60,45,42,53,64,59,59,60,25,47,50,46,24,52,25,32,28,63,40,27,45,61,56,64,62,49,63,66,67,62,61,66,55,60,59,2,2
63,61,35,50,47,63,67,57,64,30,30,45,38,30,42,30,55,29,61,55,35,45,55,46,55,45,52,63,64,63,63,62,71,63,72,60,4,2
63,68,64,43,60,22,66,67,68,65,68,66,58,45,65,21,46,42,53,51,34,59,65,69,56,59,56,17,64,17,18,21,71,68,67,59,3,2
63,62,30,50,48,63,70,58,65,35,20,54,24,31,39,41,35,37,65,55,32,40,49,52,57,58,48,62,63,64,63,59,67,78,67,66,2,2
63,72,63,51,62,18,57,73,72,62,65,63,62,58,62,31,55,51,60,56,42,63,54,64,59,64,59,13,56,17,11,17,67,51,59,56,4,3
63,62,40,60,61,59,41,65,60,49,37,41,44,30,52,41,55,69,72,68,40,53,63,77,60,70,58,62,42,59,63,59,37,46,33,57,3,3
63,46,41,56,59,64,57,42,50,46,45,51,24,21,42,71,42,35,66,42,49,47,67,79,66,70,58,60,72,67,62,60,65,48,60,60,3,3
63,63,62,47,59,20,72,56,69,59,67,61,55,56,63,46,47,49,54,31,49,63,40,47,58,63,52,15,60,13,19,17,77,59,88,49,3,2
63,69,62,45,61,18,68,72,67,65,66,63,58,55,49,33,45,40,57,34,56,61,63,62,51,64,44,13,60,12,15,17,81,60,82,40,3,2
63,61,32,47,50,61,72,64,59,32,28,44,25,39,44,28,36,33,60,63,35,42,49,61,57,59,51,60,58,61,62,59,73,66,77,67,2,2
63,63,28,51,60,59,62,64,63,48,27,27,28,25,32,61,38,29,59,46,42,58,63,66,62,59,61,60,58,58,59,57,66,71,64,46,3,2
63,64,31,46,52,60,70,61,67,35,24,48,30,22,43,35,45,31,53,50,40,46,50,57,61,58,52,60,55,58,63,62,71,52,77,75,3,2
63,63,31,49,49,61,69,61,64,32,29,37,27,25,39,37,36,32,61,62,46,39,51,55,58,59,61,59,60,62,61,58,71,62,71,74,3,2
63,62,37,47,53,64,59,59,65,24,39,46,29,21,38,22,45,34,65,52,23,40,48,63,66,70,50,64,58,60,68,66,61,61,58,60,3,2
63,70,58,61,68,30,35,69,71,53,57,64,57,53,61,59,70,71,57,57,68,67,80,70,52,70,64,20,30,37,29,30,35,38,34,36,4,4
63,60,35,48,50,64,65,60,60,31,30,50,33,36,35,42,36,44,63,42,28,46,44,59,60,56,50,63,60,63,66,65,67,65,65,63,2,2
63,30,63,60,64,40,65,30,30,67,62,67,63,60,63,60,64,44,61,56,61,65,55,50,67,66,64,33,67,44,33,33,68,35,83,56,3,3
63,69,24,43,52,62,72,66,71,35,21,27,25,20,31,31,47,22,50,45,35,53,61,57,60,45,55,64,61,61,62,61,75,72,76,63,2,2
63,56,28,45,53,62,78,55,56,25,25,37,23,27,34,33,45,25,54,55,25,52,53,61,58,52,52,62,62,62,63,60,75,81,82,65,3,2
